name,stars,review_count,location,elevation,route_type,short_description,long_description,tag_list,n_photos,n_recordings,n_completed,state,State,difficulty,short,long,n_tags,distance,duration
Parker Mesa Overlook Trail to East Topanga Fire Road,4.5,324,Topanga State Park,1486.0,Loop,"Parker Mesa Overlook Trail to East Topanga Fire Road is a 5 mile heavily trafficked loop trail located near Pacific Palisades, California that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is accessible year-round.","Note: As of August 2020, the western section of this loop is closed to Parker Mesa (El Ocaso Trail aka Rabbit Hole) due to overgrowth.

This trail is a combination of three very different kinds of hiking trails. A good mixture of a hike. Make sure you have good shoes, you may or may not want have long sleeve/hiking pants. Optional. Once you arrive to the hiking spot.

You will see trail goes two different directions.  Go to your left over the drainage and you will be going clockwise! That’s the start of Parker Mesa trail called Rabbit Hole. It’s a 1.5 mile hike that constantly goes up. You will be sweating on this part of hike.  It’s not for the novice. Must have experience going up. Some areas the incline is harder than others. Some areas of the incline up is shaded and other parts not shaded.  Some parts of incline up is a little overgrown. It’s hard incline up and you will feel great once you make it to the top!! Once you make it to the top, enjoy the wonderful views! Then you will start the second phase of the hike which is pretty easy and wide open on East Topanga Road which is part of the Paseo Miramar trail. It’s mostly a decline down and can see view. This part has no shade.  Continue to go down.  Be careful to not miss the connecting part to get onto Los Lioness trail by going RIGHT! The Paseo Miramar continues straight down on East Topanga road.

The last part is the popular Los Lioness where you will find a lot of people on this part of trail.  It’s curvy, fun, shaded part of trail. You will pass people on this part of hike.  At the end of trail will take you back to where you started and you have completed this trail!  Don’t let the first 1.5 miles discourage you as the rest of hike is easy and enjoyable.","['Hiking', 'Nature trips', 'Walking', 'Bird watching', 'Views', 'Wild flowers', 'Over grown', 'Scramble', 'No shade', 'No dogs']",1983,320,1288,california,CA,2,311,1,10,5.0,181.0
Tenaja Falls,4.5,313,San Mateo Canyon Wilderness,311.0,Out & Back,"Tenaja Falls is a 1.5 mile heavily trafficked out and back trail located near Murrieta, California that features a waterfall and is good for all skill levels. The trail is primarily used for hiking, nature trips, and bird watching and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Bird watching', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Rocky', 'Scramble']",293,238,607,california,CA,1,324,0,11,1.5,49.0
First Falls and Second Falls Trail to Third Lake,5.0,180,John Muir Wilderness,2726.0,Out & Back,"First Falls and Second Falls Trail to Third Lake is a 12.5 mile heavily trafficked out and back trail located near Big Pine, California that features a waterfall and is rated as difficult. The trail offers a number of activity options and is best used from March until November. Dogs and horses are also able to use this trail.","Going to the popular First through Seventh Lakes up the canyon north of Mount Sill, this trail also offers views of Temple Crag and the Palisade Glacier. The trail that begins at First Falls in the shade of Jeffrey Pine and Aspen. An altrenate trail from the backpackers parking follows a sunny slope and joins the trail above First Falls. The trail goes across sage and Manzanita covered slopes to enter the wilderness boundary near Second Falls.  As the trail climbs past the chain of Big Pine Lakes there are many opportunities to observe the affects of glacial activity, such as cirques, glaciated granite and glacial erratic.  A side trail loops to Black Lake, offering views of glaciers and the Sierra Crest before rejoining the main trail near Fourth Lake.","['Dog friendly', 'Backpacking', 'Camping', 'Hiking', 'Horseback riding', 'Nature trips', 'Bird watching', 'Forest', 'Lake', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife']",1276,192,931,california,CA,3,327,1,14,12.5,362.0
Peñasquitos Falls Loop via Carmel Valley,4.5,456,Los Penasquitos Canyon Preserve,436.0,Loop,"Peñasquitos Falls Loop via Carmel Valley is a 2.8 mile heavily trafficked loop trail located near San Diego, California that features a waterfall and is rated as moderate. The trail is primarily used for hiking, running, and nature trips and is accessible year-round.",,"['Hiking', 'Nature trips', 'Running', 'River', 'Views', 'Waterfall', 'Wild flowers', 'Wildlife', 'Rocky', 'No shade']",1045,431,616,california,CA,2,267,0,10,2.8,85.0
Stanislaus River Trail From Knights Ferry,4.5,394,Knights Ferry Recreation Area,236.0,Out & Back,"Stanislaus River Trail From Knights Ferry is a 2.8 mile heavily trafficked out and back trail located near Oakdale, California that features a river and is good for all skill levels. The trail is primarily used for hiking, running, nature trips, and bird watching and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",,"['Dogs on leash', 'Kid friendly', 'Hiking', 'Nature trips', 'Bird watching', 'Running', 'River', 'Views', 'Wild flowers', 'Wildlife', 'Rocky', 'No shade', 'Historic site']",194,308,692,california,CA,1,357,0,13,2.8,77.0
La Jolla Beach Trail,4.5,297,"La Jolla, California",157.0,Out & Back,"La Jolla Beach Trail is a 2.2 mile heavily trafficked out and back trail located near La Jolla, California that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round.","Kids like seals. You can walk right up to them in La Jolla.  Then kids get bored so there are other things to do too.

If you've been in San Diego for any amount of time, you're going to hear about seals.  Seals are a source of great joy for the many children who visit and a great cause of concern for people who live in the path of all these children.  Don't worry, none of them bite.  Well, the seals probably do but they'll beat it for the water before you get close.

This walk takes you not only into proximity of seals but all kinds of other sea creatures who call the La Jolla Tidepools home. Be prepared to get wet.

There are also places to hydrate, eat and shop.  Something for every member of the family.

Note: Dogs are not allowed on the seal look out bridge.

Accessibility: This trail is paved and typically at least four feet wide. Most of the trail has an estimated grade of 5% or less but between 1.0 miles and 1.1 miles the grade is steep - between 10% and 20%. This steep section may not be navigable for wheelchair/mobility equipment or stroller users without assistance. Stairs may be required to access some overlooks or beaches.","['Wheelchair friendly', 'Kid friendly', 'Stroller friendly', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Beach', 'Paved', 'Views', 'Wild flowers', 'Wildlife']",346,275,774,california,CA,1,253,1,12,2.2,59.0
Thermalito Ridgeline Oak Tree Trail,4.5,353,Pleasanton Ridge Regional Park,1325.0,Loop,"Thermalito Ridgeline Oak Tree Trail is a 6.2 mile heavily trafficked loop trail located near Sunol, California that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs and horses are also able to use this trail.","Pleasanton Ridge Regional Park is an often overlooked getaway from the seemingly never-ending suburbs that fringe the San Francisco Bay Area. 

This hike from the Foothills Staging Area is an excellent introduction to the park: long enough to get your heart rate up, but not nearly as arduous as some hikes in the nearby hills. 

Once you hike up to the ridge, you meander up and down with far-reaching views of the nearby scenery, including Mount Diablo and the San Francisco Bay. 

Once nice amenity: a smattering of water spigots to refill your water bottle. And a surprise: The hike passes through a grove of olive trees planted when a local rancher owned the land.

Note this park is popular with mountain bikers, so keep an eye out. ","['Dog friendly', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'Views', 'Wild flowers', 'Wildlife', 'Rocky']",1339,409,1255,california,CA,2,298,1,14,6.2,204.0
Ten Lakes Trail,4.5,171,Yosemite National Park,3021.0,Out & Back,"Ten Lakes Trail is a 12.4 mile moderately trafficked out and back trail located near Yosemite Valley, California that features a lake and is rated as difficult. The trail offers a number of activity options and is best used from March until October.","Yosemite National Park charges a fee to enter. Fees are $35 per vehicle or $30 per motorcycle. If you are entering on foot, horse, or bike the fee is $20 per person. You can also purchase a park specific annual pass for $70.","['Backpacking', 'Camping', 'Hiking', 'Nature trips', 'Bird watching', 'Forest', 'Lake', 'Views', 'Wild flowers', 'Wildlife', 'Fee', 'No dogs']",335,152,288,california,CA,3,249,1,12,12.4,422.0
Sykes Hot Springs via Pine Ridge Trail,4.5,121,Pfeiffer Big Sur State Park,5646.0,Out & Back,"Sykes Hot Springs via Pine Ridge Trail is a 19.5 mile heavily trafficked out and back trail located near Big Sur, California that features hot springs and is rated as difficult. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.","Big Sur has many great destinations, but Sykes Hot Springs is definitely near the top of the list for anyone who has been there.  It is roughly 9-10 miles to the Skyes campground, and limited climbing after the first 2 hours (which can be steep at times, and tiring in the direct sun).  It is possible to treat it as a day hike, but it is recommended to take some time for the hike, as there are rolling green hills, several waterfalls, and wildflowers throughout the trail, none of which should be missed.

The hot springs is about 8 feet across and a couple of feet deep--about the size for 4 adults, and it stays around 100 degrees depending on rain.

Start by parking at the Ventana Wilderness area ranger station and heading towards the back parking lot. Parking is also available for $10.00 per calendar day Pine Ridge Trailhead Parking Lot.
","['Dog friendly', 'Backpacking', 'Camping', 'Fishing', 'Hiking', 'Nature trips', 'Bird watching', 'Running', 'Forest', 'Hot springs', 'River', 'Views', 'Wild flowers', 'Wildlife', 'Bugs', 'Over grown', 'Rocky', 'Scramble', 'Fee']",416,82,453,california,CA,3,291,1,19,19.5,700.0
"Hacienda, Randol, and Buena Vista Trail Loop",4.5,462,Almaden Quicksilver County Park,823.0,Loop,"Hacienda, Randol, and Buena Vista Trail Loop is a 3.6 mile heavily trafficked loop trail located near New Almaden, California that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.","Park at the Mockingbird Hill entrance. The park includes over 37 miles of hiking trails, including 30 miles of equestrian trails and 16.6 miles of bike trails. All trails in the park are also open to pet owners to walk their dogs on leash. For more information visit: https://www.sccgov.org/sites/parks/parkfinder/pages/almadenpark.aspx","['Dogs on leash', 'Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Forest', 'River', 'Views', 'Wild flowers', 'Wildlife']",895,477,1103,california,CA,2,313,1,14,3.6,120.0
Aliso Creek and Wood Canyon Loop Trail,4.5,384,Aliso and Wood Canyons Wilderness Park,971.0,Loop,"Aliso Creek and Wood Canyon Loop Trail is a 10.5 mile heavily trafficked loop trail located near Laguna Niguel, California that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Horses are also able to use this trail.",small dirt parking lot with a 3 dollar charge and a Ranger station,"['Kid friendly', 'Hiking', 'Horseback riding', 'Mountain biking', 'Nature trips', 'Walking', 'Bird watching', 'Running', 'Cave', 'River', 'Views', 'Wild flowers', 'Wildlife', 'Muddy', 'No dogs']",1297,386,1459,california,CA,2,286,1,15,10.5,293.0
